welfare_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_purpose,welfare_family,welfare_target,welfare_life
WLF00003183,장애인 표준사업장 설립지원,고용노동부,"장애인표준사업장을 설립, 운영하고자 하는 사업주를 지원합니다.
장애인직업재활시설은 제외합니다.","

신청서를 접수한 후 심사 결과에 따라 지원 대상자를 선발합니다.



","지원대상자로 선정된 사업주에게 장애인 표준사업장을 설립하기 위해 실제 투자한 금액의 75%를 지원합니다.
지원한도는 10억원 이내로 장애인 신규고용 인원 1인당 3,000만원을 지원합니다.
장애인 표준사업장 기준과 지원에 따른 신규장애인 고용의무를 모두 7년간 준수해야 한다는 세부적인 지원조건이 있습니다.
장애인표준사업장 기준은 다음과 같습니다.

장애인이 최소한 10명 이상 근무해야 하고, 상시 근로자의 30% 이상을 장애인으로 고용하며, 상시 근로자의 일정비율 이상을 중증장애인으로 고용
장애인 근로자를 위한 편의시설 설치
장애인 근로자에게 최저 임금액 이상을 지급함","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국장애인고용공단,1588-1519,한국장애인고용공단,,9,12,5,6
WLF00003184,초등돌봄교실,교육부 방과후돌봄정책과,"돌봄이 꼭 필요한 맞벌이, 저소득층, 한부모 가정 등의 초등학생을 대상으로 돌봄서비스를 제공합니다.

초등돌봄교실 : 1~2학년 중심
* 3학년 이상의 경우, 1~2학년 학생을 수용한 후 추가 수용이 가능한 경우 학교여건에 따라 우선순위를 정해 수용
방과후 연계형 돌봄교실 : 3~4학년 학생 중심
* 방과후학교 프로그램에 1~2개 이상 참여하면서 초등돌봄교실(오후돌봄)을 이용하지 않는 학생","


학교 여건에 따라 대상자를 선정합니다.




","돌봄이 꼭 필요한 맞벌이, 저소득층, 한부모 가정 등의 초등학생을 중심으로 돌봄서비스를 제공합니다.

초등돌봄교실 : 창의성 신장을 위한 단체활동 프로그램 및 숙제독서휴식 등 개인활동 및 급간식 지원
* 급간식비는 수익자 부담(교육비 지원대상 학생 전액 무상)
방과후 연계형 돌봄교실 : 방과후학교 프로그램 중간 틈새프로그램 및 숙제독서휴식 등 개인활동 지원","거주지 읍/면/동 주민센터, 초등돌봄교실을 운영하는 초등학교에서 ‘서비스 신청’",교육부,02-6222-6060,교육부,http://www.moe.go.kr,9,12,5,6
WLF00003192,다문화가족 방문교육 서비스,여성가족부,"방문 한국어교육 서비스는 최초 입국 5년 이하*의 결혼이민자와 중도입국 자녀**를 지원합니다.
* 단, 입국 5년 이상이 경과한 경우라도 임신, 출산, 취업 등 타당한 이유가 있는 경우, 지자체장과 협의 하에 지원 가능
** 외국에서 태어나 성장하다가 부모의 재혼에 따른 신분상의 변화로 부모를 따라 동반 입국하는 국제결혼 재혼가정 자녀로 한정
방문 부모교육 서비스는 임신신생아기, 유아기, 아동기 각 생애주기별 각 1회지원합니다.
방문 자녀생활 서비스는 만 3세~만 12세 이하의 다문화가족 자녀, 중도입국 자녀를 지원합니다.","
선정기준 

다문화가족은다문화가족지원법 상 다문화가족을 의미합니다.
중도입국자녀는 외국에서 태어나 성장하다가 부모의 재혼에 따른 신분상의 변화로 부모를 따라 동반 입국하는 국제결혼 재혼가정 자녀로 한정합니다.



무상지원 대상자는 아래와 같습니다.

다문화 가족 중 가족 요양비를 지급하는 도서벽지지역 거주자
생계의료주거교육급여 수급자, 차상위 본인 부담 경감 대상자
기준 중위소득 150% 이하(가구별 건강보험료 본인부담 부과액 적용)


중위 소득기준에 따라 본인부담금을 차등 부과합니다.




","다문화가정에 방문교육 지도사가 방문하여 한국어교육, 부모교육, 자녀생활교육을 제공합니다.

한국어교육 서비스: 방문 지도사와 한국어 학습
부모교육 서비스: 생애주기별(임신신생아기, 유아기, 아동기) 각 1회 지원
자녀생활 서비스: 자녀에게 학교생활 및 사회성 발달지원 지도


한국어교육,부모교육, 자녀생활 서비스를 동시에 지원받을 수 없습니다.
지역 내 타 기관의 유사서비스 중복지원이 불가능합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국건강가정진흥원,02-3479-7600,한국건강가정진흥원,www.kihf.or.kr,9,12,5,6
WLF00003193,제대군인 대부지원,국가보훈처 제대군인일자리과,"군에서 10년 이상 복무하고 전역한 제대군인에게 지원합니다.
주택을 구입(신축)했거나 주택을 임차한 경우 대부신청일 현재 무주택자에게 지원합니다.
주택을 구입(신축)한 경우에는 부부공동명의로 소유권 등기를 한 경우에도 제대 군인 본인의 지분(50% 이상)을 담보로 대부를 지원합니다.
아파트를 분양 받은 경우, 아파트 분양 대상 결정자 중 희망자에게도 대출을 지원합니다.
본인 또는 배우자 공동명의로 농토를 구입하고자 하는 사람으로 본인, 배우자 주민등록상 본인과 1년 이상 동거하고 있는 조부모, 부모, 자녀, 손자녀 등이 직접 영농에 종사하는 경우에 지원합니다.
소규모 사업을 운영하고 있거나 신규로 운영하고자 하는 본인과 배우자(법인사업 등 일부업종 제외)에게 사업비 대출을 지원합니다.
신규 또는 기존의 개인택시 사업자에게 차량 구입비, 차고 시설비 등의 소요자금에 대해 대출을 지원합니다.
재해 복구비, 의료비, 경조비 및 전세보증금 인상 등으로 긴급 가계자금이 필요한 경우에 대출을 지원합니다.
학자금의 경우에는 본인 또는 자녀가 국내의 전문대학 이상(대학원 포함)에 입학 또는 재학 중일 때에 대출을 지원합니다(가구당 인원 제한 없음).","


금융기관 대부가 불가능한 신용관리대상자의 경우에는 주소지 관할 보훈지청에서 직접 대출을 지원합니다.
다음의 경우에는 대출을 지원하지 않습니다

대출를 받고 2년이 경과되지 않은 경우(생활안정대부, 학자금대부 제외)
주택 구입(신축), 아파트 분양, 주택 임차, 농토 구입, 사업비 대출 중 2건 이상을 상환하고 있는 경우
생활안정대출을 3건 이상 상환하고 있는 경우(생활안정대출은 1년에 1건만 지원함)
학자금대출의 경우 타 기관으로부터 동일학기 학자금을 지원 받았거나 받을 경우






","직접 또는 위탁으로 대출하는 경우 다음과 같은 한도액으로 지원합니다.


용도별 대부 지원내용








용도
대출한도
연이율
상환기간




주택구입(신축)
아파트분양
3000~6000만원
1.8%
20년 균등상환


주택임차
1500~4000만원
1.8%
7년 균등상환


농토구입
2500만원
2.8%
3년거치 10년상환


사업자금
2000만원
2.8%
7년 균등상환


학자금
학기당500만원
2.8%
5년 균등상환


생활안정자금
300만원
1.8%
3년 균등상환





금융기관 위탁대부 지원자중 6개월 이상 원리금을 체납한 경우에는 부실채권으로 양수하여 보훈처가 관리합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보훈상담센터,1577-0606,보훈상담센터,,9,12,5,6
WLF00003194,시설급여,보건복지부 요양보험제도과,장기요양 1~5등급을 받은 65세 이상 노인 및 노인성 질병을 가진 65세 미만 국민(건강보험 가입자 및 의료급여 적용자)에게 지원합니다.,"


소득수준과 상관없이 노인장기요양보험 가입자(국민건강보험 가입자와 동일)와 그 피부양자, 의료급여 수급권자로서 65세 이상 노인과 64세 이하 노인성 질병*이 있다면 지원받을 수 있습니다.
* 노인성 질병: 치매, 뇌혈관 질환, 파킨슨병 및 관련질환
장기요양등급 판정기준은 아래와 같습니다.

장기요양 1등급: 심신의 기능상태 장애가 있어서 일상생활에서 전적으로 다른 사람의 도움이 필요한 자로서 장기요양인정 점수가 95점 이상인 자
장기요양 2등급: 심신의 기능상태 장애가 있어서 일상생활에서 상당 부분 다른 사람의 도움이 필요한 자로서 장기요양인정 점수가 75점 이상 95점 미만인 자
장기요양 3등급: 심신의 기능상태 장애가 있어서 일상생활에서 부분적으로 다른 사람의 도움이 필요한 자로서 장기요양인정 점수가 60점 이상 75점 미만인 자
장기요양 4등급: 심신의 기능상태 장애가 있어서 일상생활에서 일정부분으로 다른 사람의 도움이 필요한 자로서 장기요양인정 점수가 51점 이상 60점 미만인 자
장기요양 5등급: 치매(제2조에 따른 노인성 질병에 해당하는 치매로 한정한다)환자로서 장기요양인정 점수가 45점 이상 51점 미만인 자






","노인요양시설, 노인요양공동생활가정 등에 장기간 입소하여, 신체활동 지원 및 심신기능 유지 향상을 위한 교육 훈련 등을 제공합니다.
장기요양 급여비용의 20%만 본인이 부담합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국민건강보험공단,1577-1000,국민건강보험공단,www.nhis.or.kr,9,12,5,6
WLF00003196,도서민 여객선 운임지원,해양수산부 연안해운과,"지원대상 


제주도 본도 및 연도연륙교를 제외한 전국 도서 지역에 거주하는 주민을 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","연안 여객선 여객 및 차량 운임을 지원합니다.

연안 여객선 운임: 도서민에 대해 단거리 운임구간(8,340원 미만) 기준운임의 50%를 지원, 그 외 구간 도서민은 최대 7,000원까지만 부담
차량 운임: 차량 운임의 20%를 정률 지원(2014년 7월 1일부터 시행)
※ 1,000cc 미만 차량은 50%, 1,600cc 미만 차량은 30% 지원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",충청남도 해양항만과,041-635-2794,충청남도 해양항만과,,9,12,5,6
WLF00003197,"국가장학금(Ⅰ, Ⅱ유형)",교육부 대학재정장학과,"대한민국 국적을 소지한 국내 대학의 학자금지원 8구간 이하 대학생 중 최소한의 성적 및 이수학점 기준을 충족하는 경우에 지원합니다.(단, Ⅱ유형은 대학 자체기준으로 선발)","


신입생, 편입생, 재입학생의 경우에 첫 학기에 한하여 성적과 이수학점 기준을 적용하지 않습니다.
재학생(복학생)의 경우에는 직전학기 12학점 이상 이수자로 100점 만점의 80점 이상의 성적을 획득하면 지원합니다.

장애인 학생은 성적 및 이수학점 기준 제한 없이 지원
기초차상위에 대해서는 C학점(70/100점) 이상 적용
소속대학 최저 이수학점이 12학점 미만인 경우에는 소속대학의 학사규정을 따름
학자금 지원 1~3구간 1~3구간 이하에 대해서는 직전학기 성적기준으로 최대지원 횟수 내에서 70점 이상~80점 미만인 경우도 2회에 한해 경고 후 수혜가능


국가장학금 Ⅱ의 유형에 대한 수혜 가능 여부는 대학별 지원 기준에 따라 다를 수 있습니다.




","국가장학금 Ⅰ유형의 경우에 소득 8구간 이하의 학생을 대상으로 소득구간별 차등 지원합니다.
국가장학금 Ⅱ유형의 경우에느 대학 자체 노력과 연계하여 지원되며, 학생 개인별 지원 금액은 대학 자체 기준에 따라 다릅니다.","거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’",한국장학재단 고객센터,1599-2000,한국장학재단 고객센터,https://www.kosaf.go.kr,9,12,5,6
WLF00003199,창작준비금 지원,문화체육관광부 예술정책과,"예술활동증명을 완료한 예술인을 지원합니다.
당해연도 최초사업 공고일 이후부터 당해연도 내 구직급여를 미수급한 예술인을 지원합니다.
신청인 및 배우자의 소득인정액이 기준중위소득 120%이하인 예술인을 지원합니다.","


아래 사항에 모두 해당하는 예술인에게 창작준비금을 지원합니다.

예술인복지법에 의한 예술활동증명을 완료한 예술인(내국인)
당해연도 최초사업 공고일 이후부터 당해연도 내 구직급여 미수급한 예술인
신청인 및 배우자의 소득인정액이 기준중위소득 120% 이하인 예술인
2020년도 창작준비금지원(원로예술인 창작준비금지원 포함)을 지원받지 않은 자
2021년도 한국예술인복지재단 직업역량강화사업(예술인 파견지원)을 지원받지 않은 자


아래 사항에 모두 해당하는 원로 예술인에게 창작준비금을 지원합니다.

예술인복지법에 의한 예술활동증명을 완료한 예술인(내국인)
신청연도 70세 이상(1951년(포함) 이전 출생), 예술활동경력 20년 이상 예술인
당해연도 최초사업 공고일 이후부터 당해연도 내 구직급여 미수급한 예술인
신청인 및 배우자의 소득인정액이 기준중위소득 120% 이하인 예술인
2020년도 창작준비금지원(원로예술인 창작준비금지원 포함)을 지원받지 않은 자
2021년도 한국예술인복지재단 직업역량강화사업(예술인 파견지원)을 지원받지 않은 자






","창작준비금으로 1인당 300만원을 일시금으로 지원합니다.
원로예술인 창작준비금으로 1인당 300만원을 일시금으로 지원합니다.
신진예술인 창작준비금으로 1인당 200만원을 일시금으로 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국예술인복지재단,02-3668-0200,한국예술인복지재단,https://www.kawf.kr,9,12,5,6
WLF00003201,주거급여(맞춤형 급여),국토교통부,"소득인정액 기준 이하의 가구가 안정된 주거생활을 할 수 있도록 실제임차료, 유지수선비 등을 지원합니다.
주거급여가 불필요하거나, 타 법령 등에 의하여 주거를 제공받고 있는 수급자에 대해서는 주거급여를 지급하지 않습니다."," 
 
 
 
소득인정액 기준을 만족하여야 합니다. 
소득인정액 기준은 중위소득의 45%25 이하이며, 가구원에 따른 금액은 아래와 같습니다. 
 
1인가구 : 822,524원 
2인가구 : 1,389,636원 
3인가구 : 1,792,778원 
4인가구 : 2,194,331원 
5인가구 : 2,590,818원 
 
21년부터 주거급여 수급가구 내 부모와 떨어져 사는 청년에게 주거급여를 분리하여 지급하며 대상은 아래와 같습니다. 
 
임차급여 또는 수선유지급여를 지급받는 수급가구 내 만19세 이상 30세미만의 미혼자녀 
청년명의의 임대차계약을 체결하고 임차료를 지불하는 청년에게 지급(전입신고 필수) 
주거급여 수급가구의 부모와 청년이 주민등록상 시군을 달리하는 경우 인정하되, 동일 시군이라도 보장기관이 인정하는 경우는 예외로 함 * 특별시광역시특별자치시 내 부모와 분리거주하는 경우는 원칙적으로 불인정 
참고: 청년주거급여 분리지급 안내 바로가기 
 
 
","주거급여 수급자에게 주거안정에 필요한 실제임차료와 수선유지비 등을 포함하여 주거급여를 지급합니다.
청년 주거급여 분리지급의 지원내용 및 산정방식은 아래와 같습니다.

지원내용 : 부모와 청년 각각의 거주지, 가구원수에 따라 산정한 기준임대료를 상한으로 실제임차료를 지급하고, 자기부담분은 분리된 가구 각각의 가구원 수에 비례하여 적용
산정방식
* 부모가구 급여액 = 부모가구임대료-자기부담분(전체가구 소득인정액-전체가구 생계급여기준액)부모가구원수 비율30%
* 청년가구 급여액 = 청년가구임대료-자기부담분(전체가구 소득인정액-전체가구 생계급여기준액)부모가구원수 비율30%


임차가구는 전월세비용을 지원하고, 자가가구는 낡은 집을 고쳐드립니다.

임차가구 : 지역 및 가족 수에 따라 산정한 기준임대료를 상한으로 실제임차료(월임차료+보증금 환산액(연 4% 적용)을 지원


기준임대료의 기준은 아래와 같습니다.


기준임대료 표
주거급여의 기준임대료를 가구원수, 1급지(서울), 2급지(경기/인천), 3급지(광역시/세종), 4급지(그외)로 나타낸 표










가구원수
1급지(서울)
2급지(경기/인천)
3급지(광역시/세종)
4급지(그 외)




1인 가구
310,000원
239,000원
190,000원
163,000원


2인 가구
348,000원
268,000원
212,000원
183,000원


3인 가구
414,000원
320,000원
254,000원
217,000원


4인 가구
480,000원
371,000원
294,000원
253,000원


5인 가구
497,000원
383,000원
303,000원
261,000원


6인 가구
588,000원
453,000원
359,000원
309,000원






서울에 거주중이고, 소득인정액이 80만원, 월세가 50만원인 3인 가구는 소득인정액이 생계급여 선정기준 이하이므로 서울 3인 가구 기준 임대료 414,000원 전액 지원


자가가구의 경우에는 주택의 노후도에 따라 도배, 난방, 지붕 등 종합적인 수리를 아래와 같이 지원합니다.


자가가구 보수지원 안내









수선비용
수선주기
수선예시




경보수
457만원
3년
도배, 장판 등


중보수
849만원
5년
오급수, 난방 등


대보수
1,241만원
7년
지붕, 기둥 등





주택개량 이외의 별도의 현금지원은 하지 않습니다.
소득인정액이 ①생계급여 선정기준 이하인 경우 수선비용의 100%, ② 생계급여 선정기준 초과~중위소득 35% 이하인 경우 수선비용의 90%, ③ 중위소득 35% 초과~중위소득 45% 이하인 경우 수선비용의 80%를 지원합니다.
육로로 통행이 불가능한 도서지역(제주도 본섬 제외)의 경우, 위 수선비용을 10%가산합니다.","거주지 읍/면/동 주민센터,  또는 복지로 웹사이트(PC/모바일앱)에서 ‘서비스 신청’",마이홈,1600-0777,마이홈,http://www.myhome.go.kr,9,12,5,6
WLF00003207,"취약농가인력지원(영농도우미, 행복나눔이(가사도우미) 지원)",농림축산식품부,"사고를 당했거나 질병이 발생하여 영농활동이 곤란한 농업인에게 영농도우미를 지원합니다.
농촌에 거주하는 65세 이상의 가구(독거노인 포함)와 중위소득 50% 이하의 수급자 가정, 결혼이민여성, 다문화 가정, 조손 가구, 장애인 가구에 행복나눔이를 지원합니다.","


영농도우미는 사고를 당했거나 질병이 발생하여 영농활동이 곤란한 소유농지가 5ha 미만인 농업인을 선정합니다.

사고 또는 질병으로 2주 이상 진단을 받았거나, 3일 이상 입원한 경우
제1~2급 법정감염병(코로나19 포함) 확진자와 접촉한 자로 의료기관(보건소 등)으로부터 통보를 받아 격리 중인 경우
4대 중증질환(암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환) 진단을 받은 자로 최근 6개월 이내 해당질환으로 통원치료를 받은 경우


행복나눔이는 농촌에 거주하는 65세이상 가구(독거노인포함)와 중위소득 50% 이하 수급자 가정, 결혼이민여성, 다문화가정, 조손가구, 장애인가구를 선정합니다.










","영농도우미 지원 대상에게는 가구당 연간 10일 이내로 1일 인건비(8만원)의 70%인 5만6,000원을 국고로 지원합니다(30% 자부담).
행복나눔이 지원대상에게는 가구당 연간 12일 이내로 1일 활동비(1만5,000원)의 70%인 10,500원을 국고로 지원합니다(30% 농협 부담).","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",농협중앙회 지역사회공헌부,02-2080-5424,농협중앙회 지역사회공헌부,,9,12,5,6
WLF00003210,장애인기업 성장기반 구축,중소벤처기업부,장애인 기업 등록증을 보유한 기업을 대상으로 합니다.,"


사업계획, 예산집행 적정성 평가를 통해 기업을 선정합니다.




","자유공모 사업에 따라 지원합니다.
자세한 내용은 장애인기업종합지원센터 창업보육실 운영요령을 참고하거나 장애인기업종합지원센터로 문의해주시기 바랍니다.","거주지 읍/면/동 주민센터, (재)장애인기업종합지원센터에서 ‘서비스 신청’",장애인기업종합지원센터 문의전화,02-2181-6500,장애인기업종합지원센터 문의전화,www.debc.or.kr,9,12,5,6
WLF00003212,납북피해자 지원,이산가족과,"소유주택이 없는 전후 납북피해자를 지원합니다.
한국토지주택공사에서 납북피해자를 대상으로 하는 특별공급 주택을 배정하여 통일부에 추천요청을 하면, 통일부에서 공고를 하고 신청자가 제출한 서류를 검토하여 대상자를 추천합니다.

전후납북피해자 여부, 무주택 여부 등을 확인 후 기관 추천
대상자가 임대주택 우선공급 신청을 위해 납북피해자 확인서 발급을 요청하면, 제출서류 검토 후 확인서 발급","


전후납북자법 제2조제3항에 따른 납북피해자 중 세대주를 포함한 세대원이 모두 주택을 소유하고 있지 않으며, 주택청약종합저축 납입기간, 거주지 등 기관추천 특별공급 모집 공고에 따른 신청 요건을 충족한 자




","무주택 전후 납북피해자를 대상으로 특별공급 주택 배정물량(공공분양, 공공임대, 분남임대 등)을 추천합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국토지주택공사,031-738-7114,한국토지주택공사,http://www.lh.or.kr/,9,12,5,6
WLF00003215,한센인 피해자지원,보건복지부 질병정책과,한센인피해사건진상규명위원회에서 피해자로 결정한 사람을 지원합니다.,"


「한센인피해사건의 진상규명 및 피해자 지원 등에 관한 법률」에 따라 위원회의 심의의결로 결정된 피해자(생존자 본인에 한함)에게 지원합니다.

위로지원금 : 소득에 관계없이 한센인 피해자로 결정된 모든 한센인
의료지원금 : 위원회에서 의료지원금 지급을 결정한 자






","피해자에게 매월 17만원의 위로지원금을 지급합니다.
피해자별 상병내용, 향후치료비(추정서에 따라 다름)를 의료지원금을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부,,보건복지부,http://www.mohw.go.kr,9,12,5,6
WLF00003217,장애인자립생활지원센터,보건복지부 장애인권익지원과,"모든 장애인으로 하며 시설거주 장애인, 탈시설 장애인, 재가 장애인 등자립을 희망하는 장애인을 우선 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","장애인에게 자립생활에 대한 포괄적인 정보를 제공하고, 장애인 권익옹호 활동을 진행합니다.
동료상담, 자립생활기술 훈련 등의 서비스를 통하여 장애인이 자립하여 생활할 수 있도록 지원합니다.
지역사회 안에서 다양한 사회참여 활동을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 장애인권익지원과,044-202-3308,보건복지부 장애인권익지원과,,9,12,5,6
WLF00003222,버팀목전세자금대출,국토교통부 주택기금과,"아래 소득기준을 충족하는 대출 신청일 현재 만19세이상인 무주택 세대주를 지원합니다.

부부합산 연소득50백만원* 이하
순자산 기준금액이 2.92억원 이하의 부양가족 및 기초생활수급자, 차상위계층, 한부모가정 중 세대주
세대원 전원이 무주택인 경우
* 단, 신혼부부, 2자녀 이상 가구, 혁신도시 이전 공공기관 종사자 등 6천만 원까지 허용


대상주택은 다음과 같습니다.

전용면적: 85㎡ 이하(수도권 제외한 도시지역이 아닌 읍면 지역은 100㎡ 이하)
전세보증금: 수도권 3억원, 지방 2억원 이하
* 2자녀이상 가구는 수도권 4억원, 지방3억원 이하","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","전세자금을 저금리(연 1.8~2.4%)로 전세보증금의 70%까지 대출해 드립니다.

수도권 1억2천만원, 지방 8천만원 한도
※ 단, 전세보증금 80%이내에서 신혼부부는 수도권 2억, 지방 1.6억원/ 2자녀 이상 가구는 수도권 2.2억원, 지방 1.8억원이내 
상환 기간: 2년 이내 일시 상환(4회 연장, 최대 10년까지 가능)
※ 기한 연장 시 원금 10% 상환 또는 가산금리 0.1%p 적용


다음 조건에 해당할 경우 우대금리를 적용합니다(단, 중복적용 불가).

①부부합산 연소득 4천만원 이하인 기초생활수급자, 차상위, 한부모가구는 1%p 우대하고, 고령자노인부양다문화장애인 0.2%p 우대
②1자녀 0.3%p 2자녀 0.5%p3자녀 이상 0.7%p","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",주택도시기금,1566-9009,주택도시기금,nhuf.milit.go.kr,9,12,5,6
WLF00003223,경계선지능아동 자립지원,보건복지부 아동권리과,"아래에 해당하는 경계선지능아동과 돌봄 종사자에게 지원합니다.

아동양육시설, 공동생활가정 내 경계선지능아동
아동양육시설, 공동생활가정 돌봄종사자","


경계선지능에 대하여 진단아동과 의심아동을 선정하며 상세 내용은 아래와 같습니다.

진단아동:임상심리사가 실시한 종합심리검사결과가 경계선인 경우
의심아동: 경계선지능 의심아동 중 1차 선별검사 결과 1.18점 이상인 경우
기타 선정기준관련내용:2021년 아동분야 사업안내(경계선지능아동 맞춤형 사례관리서비스) 서식4호 경계선지능아동 선별 체크리스트참조






","경계선지능아동 자립지원 대상자에게 다음과 같은 서비스를지원합니다.

아동별맞춤형 사례관리서비스비용 지원(35천원/1회기, 최대 50회기)
*(서비스영역)인지학습,사회성, 정서, 자립, 특화프로그램(취업지원, 학업지원)
경계선지능아동지도사 교육 운영을 통한 전문인력 양성
경계선지능아동지도사 컨설팅 및 자문
경계선지능아동 교육 매뉴얼 제공
경계선지능 의심아동 종합심리검사 비용 지원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",아동권리보장원 자립지원부(경계선지능아동 맞춤형 사례관리서비스 담당),02-6283-0453,아동권리보장원 자립지원부(경계선지능아동 맞춤형 사례관리서비스 담당),www.ncrc.or.kr,9,12,5,6
WLF00003226,"모성보호육아지원(출산전후휴가(유산ㆍ사산휴가 포함) 급여, 육아휴직등 급여)",고용노동부,"출산전후휴가(유산ㆍ사산휴가 포함) 대상자(아래 요건 모두 충족)는 다음과 같습니다.

근로기준법 제74조에 따른 출산전후휴가 또는 유산ㆍ사산휴가를 사용한 근로자
휴가가 끝난 날 이전까지의 피보험 단위기간이 통산하여 180일 이상
휴가를 시작한 날 이후 1개월부터 휴가가 끝난 날 이후 12개월 이내에 신청


예술인 출산전후급여(유산ㆍ사산휴가 포함) 대상자(아래 요건 모두 충족)는 다음과 같습니다.

예술인으로서 피보험 단위기간 3개월 이상
출산으로 인한 노무 미제공
출산 또는 유산사산을 한 날부터 12개월 이내에 신청


육아휴직급여 대상자(아래 요건 모두 충족)는 다음과 같습니다.

남녀고용평등과 일가정 양립 지원에 관한 법률 제19조에 따른 육아휴직을 30일 이상 부여 받은 근로자
육아휴직을 시작한 날 이전에 고용보험법 제41조에 따른 피보험 단위기간이 통산하여 180일 이상
육아휴직을 시작한 날 이후 1개월부터 끝난 날 이후 12개월 이내에 신청


육아기 근로시간 단축급여 대상자(아래 요건 모두 충족)는 다음과 같습니다.

남녀고용평등과 일가정 양립 지원에 관한 법률 제19조의2에 따른 육아기 근로시간 단축을 30일 이상 사용한 근로자
육아기 근로시간 단축을 시작한 날 이전에 고용보험법 제41조에 따른 피보험 단위기간이 통산하여 180일 이상
육아기 근로시간 단축을 시작한 날 이후 1개월부터 끝난 날 이후 12개월 이내에 신청


배우자 출산휴가급여 대상자(아래 요건 모두 충족)는 다음과 같습니다.

남녀고용평등법 제18조의2 배우자 출산휴가를 사용한 근로자
휴가가 끝난 날 이전까지의 피보험 단위기간이 180일 이상
휴가를 시작한 날 이후 1개월부터 끝난 날 이후 12개월 이내에 신청","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","출산전후 휴가급여로 통상임금의 100%를 지급합니다.

단태아 : 우선지원 대상기업은 90일 최대 600만원, 대규모기업은 30일 최대 200만원 지원
다태아 : 우선지원 대상기업은 120일 최대 800만원, 대규모기업은 45일 최대 300만원 지원
하한액 : 근로자의 통상임금(단, 통상임금이 최저임금액에 미달되는 경우 최저임금액) 지급


예술인 출산전후급여로 출산일 직전 1년간 월평균 보수의 100%를 지급합니다.

지원기간 : 출산 전후 90일(다태아 120일)
지원액 : 상한 월 200만원, 하한 월 60만원


육아휴직 급여는 다음과 같이 지급합니다.

육아휴직 시작일부터 3개월까지: 육아휴직 개시일 기준 통상임금의 80% 지원(상한액 150만원/하한액 70만원)
육아휴직 4개월째부터 육아휴직 종료일까지: 육아휴직 개시일 기준 통상임금의 50% 지원(상한액 120만원 / 하한액 70만원)
같은 자녀에 대해 부모가 순차적으로 육아휴직을 사용하는 경우, 두 번째 사용한 사람의 육아휴직 3개월 급여를 통상임금의 100% 지원(상한액 250만원)
한부모가족지원법 제4조제1호의 모 또는 부에 해당하는 피보험자가 육아휴직을 하는 경우, 육아휴직 첫 3개월 통상임금 100%(상한 250만원), 4~6개월 통상임금 80%(상한 150만원), 7개월 이후 통상임금 50%(상한 120만원) 지급


육아기 근로시간 단축 급여는 다음과 같이 지급합니다.

최초 주 5시간 단축분 : 통상임금의 100%(상한액 200만원, 하한액 50만원)  5 /단축 전 소정근로시간
나머지 근로시간 단축분 : 통상임금의 80%(상한액 150만원, 하한액 50만원) (단축 전 소정근로시간-단축 후 소정근로시간-5)/단축 전 소정근로시간)


배우자 출산휴가급여는 다음과 같이 지급합니다.

남녀고용평등법에 따른 배우자 출산휴가 기간 중 최초 5일분 지급(상한액 382,770원, 하한액 최저임금)","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",고용노동부 고객상담센터,1350,고용노동부 고객상담센터,http://www.moel.go.kr/,9,12,5,6
