welfare_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_purpose,welfare_family,welfare_target,welfare_life
WLF00001071,이공계 국가우수장학금,과학기술정보통신부 미래인재양성과,"대통령과학장학금은 국내 및 해외 4년제 대학의 자연과학 및 공학계열 학과(부)에 입학예정 또는 확정인 신입생이거나 3학년 재학중인 자를 대상으로 지원합니다.
이공계 국가우수장학금은 국내 4년제 대학의 자연과학 및 공학계열 학과(부)에 입학예정 또는 확정인 신입생이거나 3학년 재학중인 자를 대상으로 지원합니다.","


대통령과학장학금의 선정기준은 다음과 같습니다.

1학년 신규인 경우 21년 국내 고등학교 졸업(예정)자 또는 초중등교육법 상 고교 졸업자와 동등한 학력을 인정받은 자(이하 동등학력자)로서 국내 고등학교 재학 중 전학년 전학기 이수한 수학과학 과목의 과목 수 또는 이수단위 합계가 다음의 기준 이상인 자(동등학력자는 충족 불요)
- 과학고: 석차 4등급 이내 과목, 10개 과목 이상 또는 24 단위 이상
- 일반고: 석차 3등급 이내 과목, 10개 과목 이상 또는 24 단위 이상
- 영재학교: A- 학점 이상 과목, 10개 과목 이상 또는 24 단위 이상
3학년 신규의 경우 21년 3월 3학년으로 학사정보가 등록된 자로서 대학교 재학중이며, 직전학기까지 총 평균성적이 백분위 점수 87점 이상인 자


이공계 국가우수장학금의 선정기준은 다음과 같습니다.

성적 우수 유형: 21년도 국내 4년제 대학교 자연과학 및 공학계열 학과(부)에 입학예정 또는 확정인 신입생 중 일정 고교성적 기준 또는 21년도 수능성적 기준 충족자로 대학의 추전을 받은 자
- 대학입학유형(수시 또는 정시 등)과 관계없이 신청 가능
2년 지원 유형: 국가우수장학생(이공계)으로 선발된 이력이 없는 자연과학 및 공학계열 학과(부) 3학년 학생 중 대학의 추천을 받은 자
한 학기 지원 유형: 국가우수장학생(이공계)으로 선발된 이력이 없는 자연과학 및 공학계열 학과(부) 3학년 이상 학생 중 대학의 추천을 받은 자
과학기술전문사관 지원 유형: 과학기술전문사관 후보생으로 선정된 자
※ 이공계 우수 국가장학생이 이공계 이외의 분야로 전공을 변경하거나, 졸업후 이공계 이외 분야로 진출할 경우 지급한 장학금을 관계 법령에 따라 환수






","대통령과학장학금은 2021년 542명 내외(신규장학생 157명(국내 137명, 해외 20명), 계속장학생 385명)에게 장학금을 지원합니다.

국내: 장학금(등록금 전액), 학업장려비(학기당 250만원), 생활비(기초생활수급자인 경우 학기당 250만원)
해외: 연 5만$ 내에서 실비학비, 체재비 지원
선정된 해당학기 및 정규학기 내에서 지원(단, 계속지원기준 충족필요)
※ 5년제 학과는 10학기까지 지원, 조기졸업은 졸업 시까지 지원


이공계 국가우수장학금은 2021년 8,258명 내외(신입생신규 1학년 1,500명, 재학생신규 1,600명, 과학기술전문사관 25명, 계속장학생 5,133명)에게 장학금을 지원합니다.

장학금(등록금 전액), 생활비(기초생활수급자인 경우 학기당 250만원)
※ 과학기술전문사관 후보생은 전문역량개발비(학기당 250만원) 지원
신규장학생은 선정된 해당학기 및 정규학기 내(최대 8학기) 지원(5년제 학과는 최대 10학기)
재학중 우수자(2년 지원 유형) 및 과학기술전문사관 후보생 지원 유형은 선발 해당학기를 포함하여 최대 2년(정규 4학기) 지원
재학중 우수자(한학기 지원 유형은 선발 해당학기 1회 지원
※단, 장학생 지원기간은 계속지원기준 충족 필요","거주지 읍/면/동 주민센터, 한국장학재단에서 ‘서비스 신청’",한국장학재단 고객센터,1599-2000,한국장학재단 고객센터,https://www.kosaf.go.kr,9,12,5,6
WLF00001072,가정폭력·성폭력 피해자 무료법률지원,여성가족부,"가정폭력 및 성폭력 피해자(외국인 등록여부와 상관없이 국내 거주 외국인 여성 포함), 스토킹데이트폭력 피해자를 지원합니다.","


가정폭력, 성폭력 등의 피해와 관련된 민사, 가사, 형사 사건 등에 대해 다음과 같은 입증자료(1개 이상)로 상담 및 법률 구조를 받을 수 있습니다.
※ 대한법률구조공단의 경우, 법률구조대상자는 기준 중위소득 125%이하므로, 기준 중위소득 125%임을 소명하기 위한 주민등록표 등본, 건강보험료 납부확인서 등을 추가 제출


가정폭력, 성폭력 등 피해상담 사실확인서
진단서(폭력임을 증명할 수 있는 2주 이상의 상해진단서, 진단서 또는 소견서)
고소장 사본 및 수사기관에서 발행한 고소장 접수증명서






","가정폭력 및 성폭력 등의 피해에 대하여 상담을 통해 빠른 지원과 구조의 방법을 찾을 수 있도록 돕습니다.
소송, 소송장 작성, 화해 등 법률 구조를 돕습니다.
구조비가 1인당 500만원을 초과할 경우, 여성가족부, 시설 관계자, 법률전문가 등으로 구성된 심사위원회에서 추가 지급 여부를 결정합니다.
피해자가 외국인 또는 장애인일 경우에는 배정된 사업비 범위 내에서 통역비(수화통역 포함)를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",대한변협법률구조재단,02-3476-6515,대한변협법률구조재단,http://www.legalaid.or.kr/index2.php,9,12,5,6
WLF00001073,장기복무제대군인수업료보조,국가보훈처 제대군인일자리과,"본인의 교육비는 10년 이상 군복무한 장기복무 제대군인 등록자로서 전역 후 3년 이내에 대학에 입학한 경우 지원합니다.
자녀의 교육비는 10년 이상 군복무자로서 국가보훈처의 생활수준 조사결과, 지원대상으로 결정된 제대군인에 고등학교에 재학하는 자녀가 있는 경우 지원합니다.","


대학(산업대학, 교육대학, 전문대학, 원격대학 및 기술대학을 포함) 및 이에 준하는 학교에 재학하는 경우에 선정합니다.
장기복무 제대군인이 생활수준 조사결과 선정기준에 해당하고 그 자녀가 고등학교 또는 이에 준하는 학교에 재학하는 경우에 선정합니다.




","본인이 대학에 입학하거나 재학 중인 경우 입학금 및 수업료의 50%를 보조합니다.
고등학생 자녀의 입학금 및 수업료의 전액을 지원합니다.

다른 법령에 따라 입학금수업료를 감면받거나 보조받는 경우에는 그 금액과 교육지원 금액을 합한 금액이 총액을 넘지 않아야 합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국가보훈처,,국가보훈처,http://www.mpva.go.kr/,9,12,5,6
WLF00001074,재해보상금,국가보훈처 보상정책과,"사망한 군인, 사망 또는 상이를 입은 의무경찰, 교정시설경비교도대원 및 의무소방원을 대상으로지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","군인이 사망한 경우에 군인사망보상금을 지급하고, 의무경찰 교정시설경비교도대원 및 의무소방원이 공무를 수행 중에 사망하거나 부상을 당한 경우에는 사망(상이)급여금을 지급합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국가보훈처,,국가보훈처,http://www.mpva.go.kr/,9,12,5,6
WLF00001075,장애학생 정보격차 해소 지원,교육부 정보지원과,"장애인 등에 대한 특수교육법에 따른 특수교육대상자의 특수학교 및 특수학급 교사, 일반학교 교사 등을 지원합니다.
특수교육 대상자는 시각 장애인, 청각 장애인, 지체 장애인, 지적 장애인, 자폐성 장애인, 정서행동 장애인, 의사소통 장애인, 학습 장애인, 건강 장애인, 발달지체 장애인입니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
",특수교육 교수 - 학습 콘텐츠를 개발하여 사이트를 운영합니다.,"거주지 읍/면/동 주민센터, 학교에서 ‘서비스 신청’",에듀에이블,041-537-1485,에듀에이블,http://eduable.net,9,12,5,6
WLF00001076,서민금융 활성화 지원(햇살론youth 보증사업),금융위원회,"만 19세 이상 ~ 34세 이하이면서 연소득 3천 5백만원 이하인 대학생, 청년에게 지원합니다.","


취업준비생(대학(원)생, 학점은행제, 미취업청년) 및 사회초년생(중소기업 1년 이하 재직자)을 선정하여 지원합니다.
서비스 관련 상세 내용은 아래의 링크를 통해 확인하실 수 있습니다.
☞ 햇살론 유스(특례보증) :자세히보기
☞ 햇살론 유스(일반보증) :자세히보기 




","1인당 최대 1천 2백만원 한도, 연간 6백만원 한도 내 지원합니다.

자금용도 : 일반생활자금 300만원, 특정용도자금(주거비, 의료비, 학업취업비) 600만원 한도로 보증","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",신한은행 고객센터,1599-8000,신한은행 고객센터,,9,12,5,6
WLF00001077,가정폭력상담소 운영지원,여성가족부,"가정폭력, 스토킹데이트폭력피해자와 그 가족을 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","가정폭력, 스토킹데이트폭력피해자를 상담하고, 피해자를 임시보호하며, 법률의료 서비스 등을 연계합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",1366센터,1366,1366센터,,9,12,5,6
WLF00001078,산재근로자 창업점포지원,고용노동부 산재보상정책과,"지원대상 및 선정기준 


아래 내용 중 어느 하나에 해당하는 산재근로자(2개월 이상 요양)로서 훈련직종 또는 취득자격증이나 일정기간 이상 종사한 업종과 관련된 업종으로 창업을 원하는 자를 지원합니다.
※ 19년부터 신규지원 중단(기존 선정자 유지지원)
아래의 기준으로 선정된 기존 지원자는 유지지원합니다.

공단과 계약을 체결한 직업훈련기관 또는 공단이 지원하는 직업훈련과정을 수료한 자(단, 1997.3.1. 이후 공단 재활훈련원 훈련과정을 80% 이수한 자도 포함)
2008년 7월 이후 직업능력개발시설에서 직업훈련을 수료한 자
그 밖의 다른 법령에 따라 예산 및 기금이 지원되는 창업훈련과정을 수료한 자
자격기본법 또는 국가기술자격법에 따른 자격증(공인 받지 않은 민간자격증이나 운전면허증 제외)을 취득한 자
법에 따른 진폐장해등급 결정을 받았거나 진폐의증(0/1)에 활동성 폐결핵이 합병되어 법에 따른 요양급여를 수급한 후 요양종결한 자
2년 이상 종사한 업종과 관련 있는 업종으로 창업을 희망하는 자
사회적기업, 예비사회적기업으로서, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직
예비사회적기업 인증을 준비 중인 법인으로서, 사회적기업 인증을 준비 중인 사실이 정관이나 규약 등으로 확인 가능하고, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직","
선정기준 


아래 내용 중 어느 하나에 해당하는 산재근로자(2개월 이상 요양)로서 훈련직종 또는 취득자격증이나 일정기간 이상 종사한 업종과 관련된 업종으로 창업을 원하는 자를 지원합니다.
※ 19년부터 신규지원 중단(기존 선정자 유지지원)
아래의 기준으로 선정된 기존 지원자는 유지지원합니다.

공단과 계약을 체결한 직업훈련기관 또는 공단이 지원하는 직업훈련과정을 수료한 자(단, 1997.3.1. 이후 공단 재활훈련원 훈련과정을 80% 이수한 자도 포함)
2008년 7월 이후 직업능력개발시설에서 직업훈련을 수료한 자
그 밖의 다른 법령에 따라 예산 및 기금이 지원되는 창업훈련과정을 수료한 자
자격기본법 또는 국가기술자격법에 따른 자격증(공인 받지 않은 민간자격증이나 운전면허증 제외)을 취득한 자
법에 따른 진폐장해등급 결정을 받았거나 진폐의증(0/1)에 활동성 폐결핵이 합병되어 법에 따른 요양급여를 수급한 후 요양종결한 자
2년 이상 종사한 업종과 관련 있는 업종으로 창업을 희망하는 자
사회적기업, 예비사회적기업으로서, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직
예비사회적기업 인증을 준비 중인 법인으로서, 사회적기업 인증을 준비 중인 사실이 정관이나 규약 등으로 확인 가능하고, 창업점포지원 신청 당시 사회적기업 육성법에 따른 유급근로자를 1명 이상 고용하고, 근로자의 30% 이상이 산재장해인에 해당하는 조직






","임차보증금을 지원합니다.

전세금 지원: 1억5천만원 이내(19년부터 재계약 보증금 상향분 및 점포이전보증금 지원)
월세가 포함된 점포의 경우, 지원대상자가 부담하는 월세금이 월 250만원 이내일 때 임차보증금 지원(단, 전기료, 수도세 등은 제외)
임대차 계약기간은 1년 또는 2년 단위로 하고, 최장 6년까지 지원


연 2% 이자를 12로 나누어 근로복지공단에 월별 균등 납부합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",근로복지넷,,근로복지넷,http://www.workdream.net,9,12,5,6
WLF00001079,주거안정 월세대출 보증,금융위원회,"보증금 1억원 이하 및 월세 70만원 이하인 주택도시기금 주거안정 월세대출 대상자(청년)을 지원합니다. 단, 아래의 사유에 해당되는 분은 보증을 이용할 수 없습니다.

보증신청일 현재 공사의 구상권 또는 유동화미수채권 등이 회수되지 아니한 주채무자와 그 배우자 및 채무관계자(다만, 법적 변제의무 종결자 및 물적담보제공자는 제외)
공사에서 정한 보증사고 사유에 해당되어 사고처리(사고처리 유보 포함, 이하 같음)된 자와 그 배우자 및 채무관계자
공사 개인신용평가시스템에 의한 보증거절등급자
신용관리정보를 보유하고 있는 자
구상채권회수보증의 피보증인 및 연대보증인
채권자가 될 금융기관의 대출금을 연체중인 자
부실자료제출 확정자로서 보증제한기간이 경과하지 아니한 자
그 밖에 보증제한 대상자로 사장이 정한 경우에 해당하는 자","


다음의 네 가지 조건을 모두 충족하는 경우를 지원합니다.

신청일 기준 민법상 성년으로 만 34세 이하인 무주택* 세대주(예비세대주** 포함)
*신청인 및 배우자(결혼예정자 포함) 기준
**대출 실행일로부터 1개월 이내 세대주 요건을 충족하는 자
월세보증금이 1억원 이하이고 월세금이 70만원 이하인 월세계약을 체결한 자
보증신청일 기준으로 임대차계약기간이 6개월 이상 남은 자
신청인과 배우자의 합산 연소득이 7천만원 이하로서 주거급여수급자가 아닌 자






","보증한도는 1,200만원입니다.

다만, 청년전세자금보증을 중복이용하는 경우 청년월세자금보증한도는 600만원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국주택금융공사 대표전화,1688-8114,한국주택금융공사 대표전화,,9,12,5,6
WLF00001080,산재근로자 생활안정자금융자,고용노동부 산재보상정책과,"지원대상 및 선정기준


아래의 경우에 해당하는 자로서, 월평균소득이 중위소득 이하인 자를 지원합니다.

산재보호법에 따른 유족급여 수급권자(단, 방계의 일시금 수급권자 제외)
상병보상연금수급권자, 장해등급 제1급부터 제9급까지 결정받은 자
사업자금의 경우「직업재활업무 처리규정」제49조에 의한 창업점포지원결정자
5년 이상 장기요양 중인 이황화탄소 질병판정자(CS2)
3개월 이상 요양 중인 산재근로자로서 평균임금이 최저임금 이하에 해당하는 자(의료비,혼례비,장례비에 한정)




지원 제외 대상

월평균 소득이 3인가구 기준 중위소득을 초과하는 자는 지원대상에서 제외합니다.
* 2020년 중위소득(3인 가구 기준): 387만577원
한국신용정보원의 「일반신용정보관리규약」에 따른 연체, 대위변제대지급, 부도, 금융질서 문란 정보공공정보 등 보유자의 경우, 제외합니다.
근로복지공단으로부터 신용보증지원을 받으신 후에 부정대부 신청, 용도 외 사용 등으로 인해서 융자 결정이 취소된 사실이 있으면 제외합니다.
외국인이나 재외동포(재외국민 및 외국 국적 동포)는 제외합니다.
근로복지공단의 신용보증지원으로 산재 생활안정자금이나 대학 학자금을 2,000만원 융자 받아 상환이 완료되지 않은 경우에도 제외합니다(단, 상환 완료액 한도 내에서 추가 융자는 가능).","



아래의 경우에 해당하는 자로서, 월평균소득이 중위소득 이하인 자를 지원합니다.

산재보호법에 따른 유족급여 수급권자(단, 방계의 일시금 수급권자 제외)
상병보상연금수급권자, 장해등급 제1급부터 제9급까지 결정받은 자
사업자금의 경우「직업재활업무 처리규정」제49조에 의한 창업점포지원결정자
5년 이상 장기요양 중인 이황화탄소 질병판정자(CS2)
3개월 이상 요양 중인 산재근로자로서 평균임금이 최저임금 이하에 해당하는 자(의료비,혼례비,장례비에 한정)




지원 제외 대상

월평균 소득이 3인가구 기준 중위소득을 초과하는 자는 지원대상에서 제외합니다.
* 2020년 중위소득(3인 가구 기준): 387만577원
한국신용정보원의 「일반신용정보관리규약」에 따른 연체, 대위변제대지급, 부도, 금융질서 문란 정보공공정보 등 보유자의 경우, 제외합니다.
근로복지공단으로부터 신용보증지원을 받으신 후에 부정대부 신청, 용도 외 사용 등으로 인해서 융자 결정이 취소된 사실이 있으면 제외합니다.
외국인이나 재외동포(재외국민 및 외국 국적 동포)는 제외합니다.
근로복지공단의 신용보증지원으로 산재 생활안정자금이나 대학 학자금을 2,000만원 융자 받아 상환이 완료되지 않은 경우에도 제외합니다(단, 상환 완료액 한도 내에서 추가 융자는 가능).




","대출 항목별로 차등하여 지원합니다.
주택 이전비, 차량 구입비, 사업 자금은 1,500만원 한도 내에서 지원하고, 의료비, 혼례비, 장례비, 취업안정자금은 1,000만원 한도 내에서 지원합니다.
상환방법은 융자일로부터 1년거치 4년, 2년거치 3년, 3년거치 2년 균등분할상환으로 상환 방법 선택이 가능합니다.
융자 신청서의 제출 기한은 다음과 같습니다.

의료비: 진료일(또는 의료비 납부일)부터 1년 이내
혼례비: 결혼일 전ㆍ후 90일 이내 또는 혼인신고일부터 90일 이내
장례비: 사망일부터 90일 이내
차량 구입비: 소유권 등록일(또는 매매계약일)부터 90일 이내
주택 이전비: 임대차계약일(또는 전입일)부터 90일 이내
사업자금: 운영 자금 소요 발생일부터 90일 이내
취업안정 자금: 직장 복귀일부터 1년 이내","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",근로복지공단 고객지원센터,1588-0075,근로복지공단 고객지원센터,www.kcomwel.or.kr,9,12,5,6
WLF00001082,사회복지시설신재생에너지보급,산업통상자원부,사회복지시설에 지원합니다.,"


보건복지부가 정하는 복지시설물 유형은 다음과 같습니다.

노인복지시설(양로원, 경로당, 요양원 등)
아동복지시설(상담소, 복지관, 어린이집, 양육시설 등)
장애인시설(재활시설, 직업재활시설, 복지시설 등)
기타 정신요양원, 상담보호센터, 종합사회복지관 등






","신재생에너지 설비 설치비용의 45% 이내로 지원합니다.

신재생에너지: 태양광, 태양열, 지열, 연료전지, 소형풍력 등","거주지 읍/면/동 주민센터, 한국에너지공단 신재생에너지센터에서 ‘서비스 신청’",한국에너지공단,,한국에너지공단,http://www.energy.or.kr,9,12,5,6
WLF00001083,온라인 정보화교육,과학기술정보통신부,전 국민을 대상으로 합니다.,"
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","평생교육사이트 배움나라(www.estudy.or.kr)에서 컴퓨터 기초, 실생활 디지털 활용, ICT 교육 등 다양한 정보화 교육과정을 제공합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국지능정보사회진흥원,053-230-1114,한국지능정보사회진흥원,https://www.itstudy.or.kr,9,12,5,6
WLF00001084,여성긴급전화 1366센터 운영 지원,여성가족부,"가정폭력, 성폭력, 성매매 관련 여성폭력 피해여성을 지원합니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","폭력 피해자에 대한 1차 긴급상담, 피해자 임시 보호 및 의료기관, 상담기관, 법률구조기관, 보호시설 등과 연계하여 위기를 벗어날 수 있도록 도와줍니다.

여성긴급전화 1366으로 긴급피난 전화가 오면 현장상담원이 현장에 출동하여 긴급보호, 상담, 의료 및 법률지원 등의 서비스 제공","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",1366센터,1366,1366센터,,9,12,5,6
WLF00001085,산재근로자직장복귀지원,고용노동부 산재보상정책과,산업재해 장해등급 제1급~제12급에 해당하는 소속재해자를 원직장에 복귀시켜 고용을 유지한 사업주를 지원합니다.,"


직장복귀지원금은 다음의 경우에 지원합니다.

요양종결일(또는 직장복귀일)부터 6개월 이상 고용을 유지(장애인고용의무 사업주는 의무고용률 초과)한 경우


직장적응훈련비는 다음의 경우에 지원합니다.

요양중 또는 요양종결일(또는 직장복귀일) 직전 3개월부터 요양종결일(또는 직장복귀일) 이후 6개월 이내에 시작하여, 직장적응훈련이 끝난 다음날부터 6개월 이상 고용을 유지한 경우


재활운동비는 다음의 경우에 지원합니다.

요양종결일(또는 직장복귀일) 이후 6개월 이내에 시작하여, 재활운동이 끝난 날의 다음날부터 6개월 이상 고용을 유지한 경우






","산재근로자를 원래 다니던 직장에 복귀시켜 고용을 유지하거나 직장적응훈련 혹은 재활운동을 실시한 사업주에게 다음과 같이 지원합니다.

직장복귀지원금: 최대 12개월 동안 고시금액 내 장해등급에 따라 차등지원
(제1급~제3급은 매달 80만원, 제4급~제9급은 매달 60만원, 제10급~제12급은 매달 45만원)
직장적응훈련비: 최대 3개월 동안 매달 45만원을 고시금액 내에서 실비 지급
재활운동비: 최대 3개월 동안 매달 15만원을 고시금액 내에서 실비 지급","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",근로복지공단 고객지원센터,1588-0075,근로복지공단 고객지원센터,www.kcomwel.or.kr,9,12,5,6
WLF00001086,특별현금급여(가족요양비),보건복지부 요양보험제도과,"장기요양 1~5등급을 받은 65세 이상 노인 및 노인성 질병을 가진 65세 미만 국민(건강보험 가입자 및 의료급여 수급자) 중 아래에 해당하는 자를 지원합니다.

도서, 벽지 등 장기요양기관이 부족한 지역으로 장관이 정하여 고시하는 지역에 거주하고 있는 자.
천재지변 등의 사유로 장기요양기관이 제공하는 서비스를 이용하기 어렵다고 장관이 인정한 자
대통령령에 따른 감염병 환자, 정신장애인, 신체적 변형 등으로 대인과의 접촉을 기피하는 자","


가족요양비 지급 및 의사소견서 제출 제외대상 섬, 벽지지역 고시에 따른 지역에 거주하는 경우 지원합니다.
감염병환자로서 감염의 위험성이 있는 경우 지원합니다.

진단서 등 이를 증명할 수 있는 서류 필요


등록장애인 중 정신장애인인 경우 지원합니다.

장애인 등록증 필요


신체적 변형 등의 사유로 대인과의 접촉을 기피하는 경우 지원합니다.

진단서 등 이를 증명할 수 있는 서류 필요






","장기요양급여 수급자가 가족 등으로부터 방문요양에 상당하는 장기요양급여 서비스를 받은 경우, 당해 수급자에게 월 15만원의 가족요양비를 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",국민건강보험공단,,국민건강보험공단,http://www.nhis.or.kr/,9,12,5,6
WLF00001090,장애인고용장려금지급,고용노동부,"월별 상시 근로자의 3.1%(공공기관 및 지방공기업 3.4%)를 초과하여 장애인을 고용한 사업주에게 지원합니다.
※ 단, 최저임금 이상을 받거나 최저임금의 적용 제외 인가를 받은 장애인에 한해 지원
고용보험에 가입하지 않은 장애인근로자는 고용장려금 지급기준이 되는 대상인원에서 제외됩니다.(2018년 발생분부터)


지원 제외 대상

「고용보험법」, 「산업재해보상보험법」, 「사회적기업 육성법」의 규정에 따른 지원금 및 장려금을 지급받는 장애인 근로자에 대하여그 지급 기간에는 고용장려금을 지원하지 않습니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","의무고용률을 초과하여 고용한 장애인 근로자의 장애 정도 및 성별에 따라 1인당 월 30만원~80만원을 고용장려금으로 지급합니다.
2020년 발생분부터의 고용장려금 지급단가는 다음과 같습니다.

경증남성 : 30만원
경증여성 : 45만원
중증남성 : 60만원
중증여성 : 80만원","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",한국장애인고용공단 서울남부지사,02-6004-1005,한국장애인고용공단 서울남부지사,,9,12,5,6
WLF00001092,요양급여(보조기)-산재보험급여,고용노동부 산재보상정책과,업무상 재해로 인하여 장해가 발생되어 재활보조기구 지급 대상에 해당하는 산재근로자를 지원합니다.,"


재활보조기구 각 품목별 지급 대상 요건을 충족한 경우에 지원합니다.




","총 230개 품목의 재활보조기를 사거나 수리하는데 필요한 비용을 지원합니다.

재활보조기 115개 품목의 수리 비용을 지원합니다.


재활보조기구는 요양이 끝났을 때 비용을 지급하지만, 다음의 경우에는 치료 중에도 지급 가능합니다.

사지절단환자 또는 신경마비 등으로 인하여 치료가 끝난 후에도 계속해서 재활보조기구의 장착이 의학적으로 필요한 경우
경추, 흉추, 요추 등의 척추손상 또는 척추질환의 치료를 위해서 보조기 착용이 의학적으로 필요한 경우
관절손상 등으로 인하여 관절운동의 제한 또는 관절의 고정을 위해서 보조기 착용이 의학적으로 필요한 경우
하지골절로 인해 통원치료를 받을 때 목발이 의학적으로 필요한 경우","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",근로복지공단,,근로복지공단,http://www.kcomwel.or.kr/,9,12,5,6
WLF00001094,"어린이집지원(교사근무환경개선비,교사겸직원장지원비)",보건복지부 보육사업기획과,"어린이집 또는 시간제보육제공기관에서 반을 맡고 있는 담임교사(보육교사 또는 특수교사) 및 연장보육 전담교사, 담임교사와 연장보육 전담교사를 대체하는 대체교사로서 아래의 기준을 충족하는 사람이 지원대상입니다.
평일 8시간을 원칙으로 월 15일 이상 어린이집 또는 시간제보육 제공기관에서 실제 근무 또는 평일 4시간을 원칙으로 월 15일 이상 어린이집 및 시간제보육 제공기관에서 실제 근무한 사람을 지원합니다.
월급여 야간연장 교사는 일 6시간 이상 8시간 이내 근무 가능합니다.
신학기 적응기간(3,4월)에 한하여 대체교사 유휴인력 어린이집 지원 시 담임교사지원비 지급 가능합니다.
실제 근무일수가 15일 미만일 경우에는 근로자의 날, 공휴일(일요일 제외) 및 대체공휴일을 근무일수에 포함가능 하며, 월 5일 이내 휴가 또는 월 5일 이내의 법정보수교육 참석일을 추가포함 가능합니다. (다만, 원장사전직무교육은 인정 불가)
야간연장 교사, 방과후 교사, 24시간 교사도 지원대상 기준을 충족하는 경우 지원 가능합니다.
1일 2시간의 근로시간 단축 근무를 시행하고 있는 임신 후 12주 이내 또는 36주 이후에 있는 여성 교사, 육아기 근로시간 단축 근무자가 월15일 이상 근무하는 경우 지원가능(전액 지급)합니다.





지원 제외 대상


어린이집에 담임교사로 등록되어 있지만 담임 업무를 수행하지 않은 경우는 지원대상에서 제외됩니다.
본인이 대표자로 있는 어린이집에서 보육교사(특수교사 포함)로 근무하고 있는 사람은 지원대상에서 제외됩니다.
어린이집 원장 중 보육교사를 겸직하는 사람은 지원대상에서 제외됩니다.
3~5세 누리과정 담당교사의 경우 처우개선비 별도 지원이 가능하므로 지원 대상에서 제외됩니다.","
                                   
                                   
                                   
                                   
선정기준은 지원대상의 내용을 참고해주시기 바랍니다.
                                   
                                   
","교사근무환경개선비는 아래와 같이 지원합니다.
 일 8시간 근무 기본보육 담임교사 및 대체교사: 월 24만원
 일 4시간 근무 연장보육 전담교사 및 대체교사: 월 12만원
* 평일기준 8시간 근무일수와 4시간 근무일수를 합하여 월 15일 이상인 경우 월 12만원 지급
교사겸직원장지원비는 월 75,000원을 지원합니다.","거주지 읍/면/동 주민센터, 에서 ‘서비스 신청’",보건복지부 콜센터,129,보건복지부 콜센터,,9,12,5,6
